timestamp_utc_str,lat,lon,alt_m,sat,hdop,speed_obd_kmh,acc_lon_G,acc_lat_G,roll_deg,pitch_deg,slope_deg,slope_confidence,heading_deg,yawRate_dps,heading_confidence,rpm,load_pct,throttle_pct,estimated_gear,t_mono_us,utc_epoch_us,utc_valid,sync_quality,imu_t_us,gnss_t_us,obd_speed_t_us,imu_age_ms,gnss_age_ms,obd_speed_age_ms
2026-05-18 18:30:06,45.478005,9.227008,135.4,11,0.77,59.4,0.108,0.187,0.68,0.54,0.12,0.75,95.9,3.48,0.77,4598,49,41.3,3,6500000,1779129006000000,1,93,6499301,6490156,6496084,0,9,3
2026-05-18 18:30:06,45.478005,9.227009,135.4,12,0.78,61.9,0.108,0.207,0.38,0.11,0.13,0.75,96.4,3.88,0.81,4550,52,44.2,3,7000000,1779129006500000,1,96,6998959,6976280,6996169,1,23,3
2026-05-18 18:30:07,45.478006,9.22701,135.5,12,0.79,62.2,0.118,0.225,0.81,0.8,0.14,0.76,96.9,3.69,0.81,4623,52,46.6,3,7500000,1779129007000000,1,93,7499247,7481047,7492284,0,18,7
2026-05-18 18:30:07,45.478006,9.22701,135.5,12,0.79,62.0,0.136,0.227,1.27,0.41,0.15,0.76,97.4,4.21,0.79,4580,45,42.2,3,8000000,1779129007500000,1,98,7997232,7982600,7993525,2,17,6
2026-05-18 18:30:08,45.478006,9.227011,135.5,12,0.8,61.6,0.126,0.242,0.58,0.41,0.16,0.77,97.9,4.22,0.82,4591,53,50.3,3,8500000,1779129008000000,1,100,8497976,8483987,8492766,2,16,7
2026-05-18 18:30:08,45.478007,9.227012,135.6,12,0.81,63.7,0.144,0.252,1.14,0.88,0.17,0.77,98.4,4.25,0.81,4763,49,42.5,3,9000000,1779129008500000,1,96,8997317,8982147,8995512,2,17,4
2026-05-18 18:30:09,45.478007,9.227012,135.6,12,0.81,64.2,0.162,0.255,0.82,0.95,0.18,0.77,98.8,4.84,0.82,4643,56,52.7,3,9500000,1779129009000000,1,93,9499185,9473058,9495580,0,26,4
2026-05-18 18:30:09,45.478008,9.227013,135.6,12,0.82,63.8,0.162,0.269,0.49,0.73,0.19,0.78,99.3,4.34,0.72,4792,54,49.8,3,10000000,1779129009500000,1,99,9999113,9975290,9996471,0,24,3
2026-05-18 18:30:10,45.478008,9.227014,135.7,12,0.82,64.8,0.149,0.266,0.52,0.66,0.2,0.78,99.8,5.15,0.77,4792,52,47.8,3,10500000,1779129010000000,1,100,10497296,10483428,10494002,2,16,5
2026-05-18 18:30:10,45.478008,9.227014,135.7,12,0.83,65.7,0.172,0.297,1.42,0.61,0.21,0.79,100.3,5.27,0.82,4733,48,42.0,4,11000000,1779129010500000,1,95,10998042,10988679,10997607,1,11,2
2026-05-18 18:30:11,45.478009,9.227015,135.7,12,0.84,66.7,0.18,0.289,0.78,0.48,0.22,0.79,100.8,5.53,0.81,4956,51,46.1,4,11500000,1779129011000000,1,99,11497287,11472529,11496180,2,27,3
2026-05-18 18:30:11,45.478009,9.227016,135.8,12,0.84,65.1,0.16,0.314,1.42,0.3,0.23,0.79,101.3,5.46,0.8,4851,55,47.0,4,12000000,1779129011500000,1,92,11997568,11975618,11994387,2,24,5
2026-05-18 18:30:12,45.47801,9.227016,135.8,12,0.85,66.5,0.16,0.337,1.24,0.41,0.24,0.8,101.8,6.38,0.79,4740,48,42.4,4,12500000,1779129012000000,1,99,12498569,12474307,12493013,1,25,6
2026-05-18 18:30:12,45.47801,9.227017,135.8,12,0.85,68.0,0.171,0.337,0.92,1.1,0.25,0.8,102.2,6.09,0.78,4928,51,48.8,4,13000000,1779129012500000,1,94,12997629,12990122,12995849,2,9,4
2026-05-18 18:30:13,45.47801,9.227018,135.9,12,0.86,67.7,0.187,0.338,0.83,1.18,0.26,0.8,102.7,6.17,0.76,4942,57,52.3,4,13500000,1779129013000000,1,96,13498637,13481256,13493568,1,18,6
2026-05-18 18:30:13,45.478011,9.227019,135.9,13,0.87,67.2,0.191,0.368,1.33,0.75,0.27,0.81,103.2,7.06,0.79,4872,54,50.2,4,14000000,1779129013500000,1,99,13998324,13974994,13995537,1,25,4
2026-05-18 18:30:14,45.478011,9.227019,135.9,13,0.87,68.3,0.166,0.377,0.91,0.93,0.28,0.81,103.7,6.91,0.73,4951,57,51.9,4,14500000,1779129014000000,1,94,14497147,14474180,14493206,2,25,6
2026-05-18 18:30:14,45.478012,9.22702,136.0,13,0.88,70.2,0.188,0.365,1.42,1.18,0.29,0.82,104.2,6.65,0.72,4991,53,50.1,4,15000000,1779129014500000,1,99,14999437,14975337,14994301,0,24,5
2026-05-18 18:30:15,45.478012,9.227021,136.0,13,0.88,67.8,0.175,0.365,1.5,0.43,0.3,0.82,104.7,6.56,0.83,4997,54,50.8,4,15500000,1779129015000000,1,95,15498791,15488207,15497531,1,11,2
2026-05-18 18:30:15,45.478013,9.227022,136.0,13,0.89,68.6,0.184,0.367,1.17,0.9,0.31,0.82,105.1,6.42,0.83,5087,57,52.5,4,16000000,1779129015500000,1,96,15999475,15979244,15995156,0,20,4
2026-05-18 18:30:16,45.478013,9.227022,136.0,13,0.89,71.0,0.167,0.389,1.17,0.71,0.32,0.83,105.6,7.38,0.8,5115,54,50.1,4,16500000,1779129016000000,1,95,16498713,16472713,16496424,1,27,3
2026-05-18 18:30:16,45.478014,9.227023,136.1,13,0.9,69.3,0.174,0.413,1.0,0.36,0.33,0.83,106.1,7.43,0.75,5128,54,47.3,4,17000000,1779129016500000,1,94,16998415,16978779,16997117,1,21,2
2026-05-18 18:30:17,45.478014,9.227024,136.1,13,0.91,68.8,0.174,0.395,1.22,0.98,0.34,0.83,106.6,7.01,0.77,4987,56,51.5,4,17500000,1779129017000000,1,92,17497310,17492733,17498934,2,7,1
2026-05-18 18:30:17,45.478014,9.227025,136.1,13,0.91,72.1,0.176,0.394,1.71,1.04,0.35,0.84,107.0,7.16,0.79,5291,58,55.0,4,18000000,1779129017500000,1,97,17997865,17974398,17993100,2,25,6
2026-05-18 18:30:18,45.478015,9.227025,136.2,13,0.92,71.9,0.169,0.407,1.63,0.84,0.35,0.84,107.5,6.96,0.73,5211,61,54.7,4,18500000,1779129018000000,1,92,18499488,18473935,18495065,0,26,4
2026-05-18 18:30:18,45.478015,9.227026,136.2,13,0.92,70.0,0.149,0.422,1.05,1.0,0.36,0.84,108.0,8.12,0.83,4965,54,48.1,4,19000000,1779129018500000,1,96,18998623,18990918,18997449,1,9,2
2026-05-18 18:30:19,45.478016,9.227027,136.2,13,0.93,70.4,0.156,0.402,1.77,0.55,0.37,0.85,108.5,6.71,0.77,5051,52,47.4,4,19500000,1779129019000000,1,99,19497220,19470402,19495092,2,29,4
2026-05-18 18:30:19,45.478016,9.227028,136.3,13,0.93,71.2,0.147,0.411,1.82,0.96,0.38,0.85,108.9,7.32,0.79,5039,57,52.5,4,20000000,1779129019500000,1,96,19997723,19989614,19994279,2,10,5
2026-05-18 18:30:20,45.478017,9.227028,136.3,13,0.94,71.1,0.13,0.425,1.71,0.27,0.39,0.85,109.4,8.14,0.75,5101,57,51.3,4,20500000,1779129020000000,1,97,20498612,20484888,20494081,1,15,5
2026-05-18 18:30:20,45.478017,9.227029,136.3,13,0.95,71.3,0.126,0.42,1.34,0.15,0.4,0.86,109.9,7.15,0.8,4992,53,47.1,4,21000000,1779129020500000,1,97,20997128,20972725,20993000,2,27,7
2026-05-18 18:30:21,45.478018,9.22703,136.3,13,0.95,70.7,0.12,0.415,1.62,0.35,0.41,0.86,110.3,8.04,0.76,4975,59,50.5,4,21500000,1779129021000000,1,98,21499077,21484255,21495241,0,15,4
2026-05-18 18:30:21,45.478018,9.227031,136.4,14,0.96,71.4,0.119,0.411,0.95,0.37,0.42,0.86,110.8,7.57,0.77,5033,54,51.2,4,22000000,1779129021500000,1,99,21997894,21982791,21992834,2,17,7
2026-05-18 18:30:22,45.478018,9.227032,136.4,14,0.96,71.9,0.117,0.426,1.6,0.33,0.43,0.87,111.3,7.8,0.72,5064,55,49.8,4,22500000,1779129022000000,1,98,22498355,22494484,22495026,1,5,4
2026-05-18 18:30:22,45.478019,9.227032,136.4,14,0.97,73.0,0.12,0.438,1.24,0.42,0.44,0.87,111.7,7.98,0.72,5267,57,54.0,4,23000000,1779129022500000,1,93,22997905,22973410,22997008,2,26,2
2026-05-18 18:30:23,45.478019,9.227033,136.5,14,0.97,72.7,0.104,0.429,2.0,0.48,0.45,0.87,112.2,7.61,0.83,5082,61,57.2,4,23500000,1779129023000000,1,97,23498408,23487490,23498112,1,12,1
2026-05-18 18:30:23,45.47802,9.227034,136.5,14,0.98,73.2,0.093,0.422,1.85,0.23,0.46,0.88,112.7,7.14,0.73,5265,58,49.7,4,24000000,1779129023500000,1,94,23997102,23989576,23997655,2,10,2
2026-05-18 18:30:24,45.47802,9.227035,136.5,14,0.98,74.1,0.09,0.414,1.33,0.61,0.47,0.88,113.1,7.58,0.75,5263,57,53.8,4,24500000,1779129024000000,1,92,24498790,24471260,24494962,1,28,5
2026-05-18 18:30:24,45.478021,9.227036,136.6,14,0.99,73.2,0.067,0.42,1.89,0.06,0.48,0.88,113.6,7.09,0.7,5217,60,51.6,4,25000000,1779129024500000,1,96,24999341,24986123,24994957,0,13,5
2026-05-18 18:30:25,45.478021,9.227036,136.6,14,0.99,72.7,0.057,0.385,1.61,0.47,0.49,0.89,114.1,7.09,0.74,5170,62,55.6,4,25500000,1779129025000000,1,97,25497726,25487768,25494924,2,12,5
2026-05-18 18:30:25,45.478022,9.227037,136.6,14,1.0,74.6,0.043,0.386,0.93,-0.0,0.49,0.89,114.5,7.37,0.73,5308,64,59.0,4,26000000,1779129025500000,1,100,25998854,25983000,25993472,1,17,6
2026-05-18 18:30:26,45.478022,9.227038,136.6,14,1.0,74.8,0.05,0.385,1.34,0.34,0.5,0.89,115.0,7.36,0.76,5374,59,54.5,4,26500000,1779129026000000,1,95,26497956,26483724,26494210,2,16,5
2026-05-18 18:30:26,45.478023,9.227039,136.7,14,1.01,74.2,0.039,0.369,1.76,0.24,0.51,0.89,115.4,6.38,0.71,5350,60,51.7,4,27000000,1779129026500000,1,94,26999274,26994444,26994655,0,5,5
2026-05-18 18:30:27,45.478023,9.22704,136.7,14,1.01,72.5,0.02,0.388,1.79,0.03,0.52,0.9,115.9,7.15,0.75,5326,55,49.4,4,27500000,1779129027000000,1,100,27497958,27478271,27492739,2,21,7
2026-05-18 18:30:27,45.478024,9.22704,136.7,14,1.02,73.4,0.028,0.366,1.68,0.43,0.53,0.9,116.3,6.84,0.74,5175,59,52.8,4,28000000,1779129027500000,1,94,27997927,27970290,27997884,2,29,2
2026-05-18 18:30:28,45.478024,9.227041,136.7,14,1.02,72.0,-0.0,0.369,1.69,-0.03,0.54,0.9,116.8,6.88,0.82,5231,57,52.9,4,28500000,1779129028000000,1,97,28497077,28483349,28497772,2,16,2
2026-05-18 18:30:28,45.478024,9.227042,136.8,14,1.03,71.5,0.006,0.365,1.28,0.18,0.55,0.9,117.2,6.22,0.82,5049,55,52.5,4,29000000,1779129028500000,1,98,28998595,28993403,28996560,1,6,3
2026-05-18 18:30:29,45.478025,9.227043,136.8,14,1.03,71.0,-0.027,0.338,1.32,-0.02,0.56,0.91,117.7,5.77,0.8,5083,60,51.6,4,29500000,1779129029000000,1,94,29498619,29478419,29492735,1,21,7
2026-05-18 18:30:29,45.478025,9.227043,136.8,14,1.04,73.1,-0.011,0.357,1.11,-0.31,0.57,0.91,118.1,6.26,0.78,5308,63,55.3,4,30000000,1779129029500000,1,95,29998161,29971078,29993674,1,28,6
2026-05-18 18:30:30,45.478026,9.227044,136.9,14,1.04,72.0,-0.031,0.353,1.04,-0.44,0.58,0.91,118.6,6.77,0.74,5037,54,50.3,4,30500000,1779129030000000,1,99,30497541,30493084,30495376,2,6,4
2026-05-18 18:30:30,45.478026,9.227045,136.9,14,1.05,72.6,-0.055,0.329,0.88,-0.28,0.58,0.91,119.0,6.05,0.82,5206,55,50.3,4,31000000,1779129030500000,1,95,30998888,30975017,30993861,1,24,6
2026-05-18 18:30:31,45.478027,9.227046,136.9,14,1.05,71.0,-0.065,0.318,0.78,-0.67,0.59,0.91,119.4,6.21,0.79,5007,61,52.1,4,31500000,1779129031000000,1,97,31497691,31487692,31493533,2,12,6
2026-05-18 18:30:31,45.478027,9.227047,136.9,14,1.05,72.9,-0.06,0.289,0.58,-0.52,0.6,0.92,119.9,4.93,0.8,5281,54,48.5,4,32000000,1779129031500000,1,95,31998562,31987475,31995286,1,12,4
2026-05-18 18:30:32,45.478028,9.227047,137.0,14,1.06,73.9,-0.075,0.301,1.3,-0.42,0.61,0.92,120.3,5.04,0.79,5321,55,51.3,4,32500000,1779129032000000,1,94,32497950,32483036,32493002,2,16,6
2026-05-18 18:30:32,45.478028,9.227048,137.0,14,1.06,71.9,-0.077,0.287,1.29,-0.49,0.62,0.92,120.8,5.25,0.82,5152,57,53.2,4,33000000,1779129032500000,1,95,32997529,32981575,32998876,2,18,1
2026-05-18 18:30:33,45.478029,9.227049,137.0,14,1.07,73.2,-0.091,0.251,0.58,-0.65,0.63,0.92,121.2,4.1,0.77,5331,57,49.6,4,33500000,1779129033000000,1,96,33497292,33471781,33498906,2,28,1
2026-05-18 18:30:33,45.478029,9.22705,137.0,14,1.07,71.2,-0.102,0.25,0.53,-0.8,0.64,0.92,121.6,4.18,0.81,5238,59,53.4,4,34000000,1779129033500000,1,95,33997144,33988077,33993563,2,11,6
2026-05-18 18:30:34,45.478029,9.22705,137.1,14,1.08,71.2,-0.119,0.246,1.11,-0.12,0.64,0.93,122.1,4.41,0.83,5121,55,47.1,4,34500000,1779129034000000,1,98,34498714,34479599,34493373,1,20,6
2026-05-18 18:30:34,45.47803,9.227051,137.1,14,1.08,70.0,-0.126,0.216,0.71,-0.17,0.65,0.93,122.5,3.41,0.73,5194,57,49.1,4,35000000,1779129034500000,1,99,34998827,34989281,34997576,1,10,2
2026-05-18 18:30:35,45.47803,9.227052,137.1,14,1.08,71.8,-0.118,0.204,0.26,-0.83,0.66,0.93,122.9,4.09,0.78,5200,55,48.7,4,35500000,1779129035000000,1,100,35497967,35470925,35493967,2,29,6
2026-05-18 18:30:35,45.478031,9.227053,137.1,14,1.09,72.7,-0.142,0.192,1.05,-0.21,0.67,0.93,123.3,3.89,0.73,5235,57,49.9,4,36000000,1779129035500000,1,100,35998843,35993196,35993606,1,6,6
2026-05-18 18:30:36,45.478031,9.227054,137.2,14,1.09,71.3,-0.134,0.204,0.77,-0.84,0.68,0.93,123.8,3.5,0.76,5206,53,46.2,4,36500000,1779129036000000,1,93,36498734,36480651,36495415,1,19,4
2026-05-18 18:30:36,45.478032,9.227054,137.2,14,1.1,70.7,-0.144,0.195,0.71,-0.8,0.69,0.93,124.2,3.78,0.77,5133,61,55.8,4,37000000,1779129036500000,1,97,36997989,36977674,36993144,2,22,6
2026-05-18 18:30:37,45.478032,9.227055,137.2,14,1.1,70.1,-0.149,0.162,0.45,-0.57,0.69,0.94,124.6,2.5,0.78,5109,55,47.9,4,37500000,1779129037000000,1,97,37497017,37471025,37493880,2,28,6
2026-05-18 18:30:37,45.478033,9.227056,137.2,14,1.1,68.8,-0.157,0.138,0.97,-0.38,0.7,0.94,125.0,2.09,0.74,4953,53,48.8,4,38000000,1779129037500000,1,93,37997817,37992572,37998885,2,7,1
2026-05-18 18:30:38,45.478033,9.227057,137.2,14,1.11,69.7,-0.169,0.131,0.28,-0.4,0.71,0.94,125.4,2.92,0.81,5025,54,50.8,4,38500000,1779129038000000,1,97,38497779,38491086,38492099,2,8,7
2026-05-18 18:30:38,45.478033,9.227057,137.3,14,1.11,68.3,-0.149,0.125,0.58,-0.25,0.72,0.94,125.9,1.88,0.8,4909,52,46.2,4,39000000,1779129038500000,1,97,38999118,38988031,38997894,0,11,2
2026-05-18 18:30:39,45.478034,9.227058,137.3,14,1.11,68.9,-0.177,0.114,0.61,-0.97,0.73,0.94,126.3,1.68,0.75,4890,53,47.0,4,39500000,1779129039000000,1,94,39498373,39480034,39497993,1,19,2
2026-05-18 18:30:39,45.478034,9.227059,137.3,14,1.12,68.6,-0.18,0.073,-0.22,-0.47,0.73,0.94,126.7,1.06,0.83,4826,53,48.1,4,40000000,1779129039500000,1,99,39998790,39988728,39993380,1,11,6
2026-05-18 18:30:40,45.478035,9.22706,137.3,14,1.12,69.1,-0.176,0.094,-0.07,-1.12,0.74,0.94,127.1,2.17,0.75,5011,51,46.3,4,40500000,1779129040000000,1,98,40497916,40479883,40495076,2,20,4
2026-05-18 18:30:40,45.478035,9.22706,137.3,14,1.12,69.6,-0.175,0.062,0.08,-1.08,0.75,0.94,127.5,1.48,0.73,5127,59,54.7,4,41000000,1779129040500000,1,100,40997198,40972225,40993451,2,27,6
2026-05-18 18:30:41,45.478036,9.227061,137.4,14,1.13,69.0,-0.165,0.056,-0.13,-0.62,0.76,0.94,127.9,0.61,0.77,4900,54,49.0,4,41500000,1779129041000000,1,98,41499371,41489833,41494956,0,10,5
2026-05-18 18:30:41,45.478036,9.227062,137.4,14,1.13,69.4,-0.187,0.013,0.44,-0.82,0.77,0.95,128.3,-0.08,0.76,4881,58,52.7,4,42000000,1779129041500000,1,92,41999291,41986311,41995465,0,13,4
2026-05-18 18:30:42,45.478036,9.227062,137.4,14,1.13,68.5,-0.187,0.026,-0.33,-0.7,0.77,0.95,128.7,1.02,0.77,5002,53,48.2,4,42500000,1779129042000000,1,98,42497911,42492786,42492583,2,7,7
2026-05-18 18:30:42,45.478037,9.227063,137.4,14,1.14,68.4,-0.172,-0.0,-0.42,-0.66,0.78,0.95,129.1,-0.33,0.8,4983,53,46.6,4,43000000,1779129042500000,1,93,42997772,42993552,42998201,2,6,1
2026-05-18 18:30:43,45.478037,9.227064,137.4,14,1.14,68.0,-0.166,-0.009,-0.29,-0.35,0.79,0.95,129.5,0.02,0.81,5062,54,47.3,4,43500000,1779129043000000,1,95,43498460,43485998,43496596,1,14,3
2026-05-18 18:30:43,45.478038,9.227065,137.5,14,1.14,66.2,-0.186,-0.051,-0.42,-1.03,0.8,0.95,129.9,-0.45,0.82,4949,55,49.4,4,44000000,1779129043500000,1,100,43998046,43983734,43997294,1,16,2
2026-05-18 18:30:44,45.478038,9.227065,137.5,14,1.15,66.7,-0.173,-0.032,0.15,-0.61,0.8,0.95,130.3,-0.49,0.73,4874,53,44.8,4,44500000,1779129044000000,1,100,44497167,44488789,44497116,2,11,2
2026-05-18 18:30:44,45.478039,9.227066,137.5,14,1.15,66.4,-0.178,-0.058,0.0,-1.11,0.81,0.95,130.7,-0.6,0.76,4836,57,51.3,4,45000000,1779129044500000,1,99,44999474,44977175,44996409,0,22,3
2026-05-18 18:30:45,45.478039,9.227067,137.5,14,1.15,65.7,-0.179,-0.067,-0.58,-1.05,0.82,0.95,131.1,-1.32,0.71,4755,52,46.4,4,45500000,1779129045000000,1,92,45497271,45479350,45494025,2,20,5
2026-05-18 18:30:45,45.478039,9.227068,137.5,14,1.15,63.4,-0.178,-0.081,-0.44,-0.49,0.83,0.95,131.5,-1.05,0.71,4654,52,47.2,3,46000000,1779129045500000,1,94,45997671,45981714,45996767,2,18,3
2026-05-18 18:30:46,45.47804,9.227068,137.6,14,1.16,64.1,-0.163,-0.093,-0.55,-0.9,0.83,0.95,131.9,-1.85,0.72,4786,55,49.9,3,46500000,1779129046000000,1,96,46499274,46470344,46498372,0,29,1
2026-05-18 18:30:46,45.47804,9.227069,137.6,14,1.16,61.4,-0.172,-0.143,-0.88,-0.93,0.84,0.95,132.3,-3.08,0.77,4506,47,42.1,3,47000000,1779129046500000,1,100,46999165,46982865,46999000,0,17,1
2026-05-18 18:30:47,45.478041,9.22707,137.6,14,1.16,62.3,-0.166,-0.156,-0.16,-0.99,0.85,0.95,132.6,-2.45,0.74,4664,48,41.9,3,47500000,1779129047000000,1,95,47499403,47489088,47493542,0,10,6
2026-05-18 18:30:47,45.478041,9.22707,137.6,14,1.16,62.3,-0.148,-0.135,-0.89,-0.76,0.85,0.95,133.0,-2.8,0.81,4585,53,47.3,3,48000000,1779129047500000,1,98,47999164,47992535,47994778,0,7,5
2026-05-18 18:30:48,45.478041,9.227071,137.6,14,1.17,60.5,-0.153,-0.174,-1.09,-0.73,0.86,0.95,133.4,-2.85,0.8,4618,52,48.1,3,48500000,1779129048000000,1,100,48497993,48471079,48497716,2,28,2
2026-05-18 18:30:48,45.478042,9.227072,137.6,14,1.17,62.0,-0.148,-0.19,-0.75,-0.7,0.87,0.95,133.8,-3.4,0.76,4604,50,45.2,3,49000000,1779129048500000,1,98,48997231,48989963,48993575,2,10,6
2026-05-18 18:30:49,45.478042,9.227072,137.7,14,1.17,61.2,-0.135,-0.177,-0.48,-0.33,0.87,0.95,134.2,-2.75,0.71,4519,50,42.5,3,49500000,1779129049000000,1,97,49498284,49473104,49495742,1,26,4
2026-05-18 18:30:49,45.478042,9.227073,137.7,14,1.17,61.2,-0.132,-0.213,-0.43,-0.21,0.88,0.95,134.5,-3.99,0.72,4622,50,44.2,3,50000000,1779129049500000,1,94,49997365,49970893,49993943,2,29,6
2026-05-18 18:30:50,45.478043,9.227073,137.7,14,1.17,59.5,-0.129,-0.219,-0.6,-0.35,0.89,0.95,134.9,-4.31,0.74,4382,50,44.8,3,50500000,1779129050000000,1,95,50497212,50488720,50498807,2,11,1
2026-05-18 18:30:50,45.478043,9.227074,137.7,14,1.18,59.5,-0.112,-0.24,-1.23,-0.63,0.89,0.95,135.3,-4.05,0.83,4351,50,42.5,3,51000000,1779129050500000,1,94,50998836,50985292,50993155,1,14,6
2026-05-18 18:30:51,45.478044,9.227075,137.7,14,1.18,57.9,-0.118,-0.261,-0.94,-0.74,0.9,0.95,135.6,-4.38,0.73,4446,45,39.1,3,51500000,1779129051000000,1,95,51498788,51473001,51498307,1,26,1
2026-05-18 18:30:51,45.478044,9.227075,137.7,14,1.18,58.5,-0.105,-0.281,-0.88,-0.52,0.91,0.95,136.0,-4.71,0.81,4537,49,42.2,3,52000000,1779129051500000,1,100,51997192,51987896,51993357,2,12,6
2026-05-18 18:30:52,45.478044,9.227076,137.7,14,1.18,56.8,-0.102,-0.284,-1.24,-0.77,0.91,0.95,136.4,-5.18,0.72,4453,43,37.4,3,52500000,1779129052000000,1,98,52497691,52475373,52495751,2,24,4
2026-05-18 18:30:52,45.478045,9.227077,137.8,14,1.18,55.7,-0.071,-0.3,-1.4,-0.06,0.92,0.95,136.7,-4.91,0.77,4330,46,41.5,3,53000000,1779129052500000,1,96,52998421,52993330,52998948,1,6,1
2026-05-18 18:30:53,45.478045,9.227077,137.8,14,1.18,58.2,-0.075,-0.299,-0.69,0.06,0.93,0.95,137.1,-5.06,0.77,4524,44,41.9,3,53500000,1779129053000000,1,95,53497204,53490874,53495022,2,9,4
2026-05-18 18:30:53,45.478045,9.227078,137.8,14,1.19,55.6,-0.06,-0.305,-1.08,-0.12,0.93,0.94,137.4,-5.95,0.83,4379,46,38.7,3,54000000,1779129053500000,1,97,53999011,53980176,53995260,0,19,4
2026-05-18 18:30:54,45.478046,9.227078,137.8,14,1.19,54.3,-0.05,-0.305,-1.29,-0.11,0.94,0.94,137.8,-5.64,0.72,4118,38,34.2,3,54500000,1779129054000000,1,97,54499460,54470886,54496454,0,29,3
2026-05-18 18:30:54,45.478046,9.227079,137.8,14,1.19,54.4,-0.03,-0.324,-1.54,-0.02,0.95,0.94,138.1,-5.4,0.78,4152,48,44.8,3,55000000,1779129054500000,1,92,54998431,54989098,54992924,1,10,7
2026-05-18 18:30:55,45.478046,9.22708,137.8,14,1.19,55.6,-0.017,-0.35,-1.33,0.17,0.95,0.94,138.5,-6.5,0.79,4157,41,35.4,3,55500000,1779129055000000,1,95,55497901,55479726,55498448,2,20,1
2026-05-18 18:30:55,45.478047,9.22708,137.8,14,1.19,52.5,-0.023,-0.328,-1.03,0.12,0.96,0.94,138.8,-5.49,0.83,4012,39,36.2,3,56000000,1779129055500000,1,99,55998015,55986118,55997315,1,13,2
2026-05-18 18:30:56,45.478047,9.227081,137.8,14,1.19,54.2,-0.004,-0.351,-1.5,0.32,0.96,0.94,139.2,-6.07,0.76,4225,43,38.2,3,56500000,1779129056000000,1,96,56499238,56473356,56497681,0,26,2
2026-05-18 18:30:56,45.478047,9.227081,137.9,14,1.19,51.5,0.008,-0.352,-1.56,-0.19,0.97,0.94,139.5,-6.11,0.76,4157,45,42.4,3,57000000,1779129056500000,1,94,56997570,56974474,56998750,2,25,1
